Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
75,+,scarf,&&&&&&&&&&&&,mittens,1,1,TEST,CLOTHING
76,+,shoes,&&&&&&&&&&&&,boots,1,1,TEST,CLOTHING
77,+,sweater,&&&&&&&&&&&&,asparagus,2,0,TEST,VEGETABLE
78,+,coat,&&&&&&&&&&&&,arrow,2,0,TEST,WEAPON
79,+,pants,&&&&&&&&&&&&,lamb,2,0,TEST,MAMMAL
80,+,socks,&&&&&&&&&&&&,bus,2,0,TEST,VEHICLE
81,+,eggplant,&&&&&&&&&&&&,artichoke,2,1,TEST,VEGETABLE
82,+,dagger,&&&&&&&&&&&&,switchblade,2,1,TEST,WEAPON
83,+,beaver,&&&&&&&&&&&&,otter,2,1,TEST,MAMMAL
84,+,rocket,&&&&&&&&&&&&,jet,2,1,TEST,VEHICLE
85,+,beans,&&&&&&&&&&&&,suit,1,0,TEST,CLOTHING
86,+,tank,&&&&&&&&&&&&,bandana,1,0,TEST,CLOTHING
87,+,squirrel,&&&&&&&&&&&&,shorts,1,0,TEST,CLOTHING
88,+,train,&&&&&&&&&&&&,robe,1,0,TEST,CLOTHING
89,+,chicken,&&&&&&&&&&&&,turkey,1,1,TEST,BIRD
90,+,parakeet,&&&&&&&&&&&&,canary,1,1,TEST,BIRD
91,+,hawk,&&&&&&&&&&&&,eagle,1,1,TEST,BIRD
92,+,peacock,&&&&&&&&&&&&,woodpecker,1,1,TEST,BIRD
93,+,duck,&&&&&&&&&&&&,skirt,2,0,TEST,CLOTHING
94,+,ostrich,&&&&&&&&&&&&,garlic,2,0,TEST,VEGETABLE
95,+,swan,&&&&&&&&&&&&,missile,2,0,TEST,WEAPON
96,+,crow,&&&&&&&&&&&&,skunk,2,0,TEST,MAMMAL
97,+,gloves,&&&&&&&&&&&&,hat,2,1,TEST,CLOTHING
98,+,kale,&&&&&&&&&&&&,zucchini,2,1,TEST,VEGETABLE
99,+,revolver,&&&&&&&&&&&&,pistol,2,1,TEST,WEAPON
100,+,moose,&&&&&&&&&&&&,deer,2,1,TEST,MAMMAL
101,+,tie,&&&&&&&&&&&&,robin,1,0,TEST,BIRD
102,+,parsnip,&&&&&&&&&&&&,chickadee,1,0,TEST,BIRD
103,+,flamethrower,&&&&&&&&&&&&,dove ,1,0,TEST,BIRD
104,+,dolphin,&&&&&&&&&&&&,owl,1,0,TEST,BIRD
105,+,spade,&&&&&&&&&&&&,shovel,1,1,TEST,TOOL
106,+,wrench,&&&&&&&&&&&&,pliers,1,1,TEST,TOOL
107,+,drill,&&&&&&&&&&&&,screws,1,1,TEST,TOOL
108,+,scissors,&&&&&&&&&&&&,pencil,1,1,TEST,TOOL
109,+,hammer,&&&&&&&&&&&&,seagull,2,0,TEST,BIRD
110,+,hoe,&&&&&&&&&&&&,swimsuit,2,0,TEST,CLOTHING
111,+,chisel,&&&&&&&&&&&&,cabbage,2,0,TEST,VEGETABLE
112,+,crowbar,&&&&&&&&&&&&,hatchet,2,0,TEST,WEAPON
113,+,vulture,&&&&&&&&&&&&,falcon,2,1,TEST,BIRD
114,+,blouse,&&&&&&&&&&&&,shirt,2,1,TEST,CLOTHING
115,+,chives,&&&&&&&&&&&&,parsley,2,1,TEST,VEGETABLE
116,+,torpedo,&&&&&&&&&&&&,harpoon,2,1,TEST,WEAPON
117,+,sparrow,&&&&&&&&&&&&,nails,1,0,TEST,TOOL
118,+,belt,&&&&&&&&&&&&,sandpaper,1,0,TEST,TOOL
119,+,beets,&&&&&&&&&&&&,wheelbarrow,1,0,TEST,TOOL
120,+,bayonet,&&&&&&&&&&&&,jack,1,0,TEST,TOOL
121,+,strawberry,&&&&&&&&&&&&,banana,1,1,TEST,FRUIT
122,+,lemon,&&&&&&&&&&&&,lime,1,1,TEST,FRUIT
123,+,coconut,&&&&&&&&&&&&,pineapple,1,1,TEST,FRUIT
124,+,cherry,&&&&&&&&&&&&,raspberry,1,1,TEST,FRUIT
125,+,prune,&&&&&&&&&&&&,screwdriver,2,0,TEST,TOOL
126,+,grapefruit,&&&&&&&&&&&&,penguin,2,0,TEST,BIRD
127,+,cantaloupe,&&&&&&&&&&&&,jeans,2,0,TEST,CLOTHING
128,+,apple,&&&&&&&&&&&&,spinach,2,0,TEST,VEGETABLE
129,+,shears,&&&&&&&&&&&&,pitchfork,2,1,TEST,TOOL
130,+,parrot,&&&&&&&&&&&&,cockatoo,2,1,TEST,BIRD
131,+,poncho,&&&&&&&&&&&&,cloak,2,1,TEST,CLOTHING
132,+,leeks,&&&&&&&&&&&&,shallots,2,1,TEST,VEGETABLE
133,+,bolt,&&&&&&&&&&&&,grapes,1,0,TEST,FRUIT
134,+,finch,&&&&&&&&&&&&,peach,1,0,TEST,FRUIT
135,+,underwear,&&&&&&&&&&&&,blueberry,1,0,TEST,FRUIT
136,+,squash,&&&&&&&&&&&&,kiwi,1,0,TEST,FRUIT
