Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,peach,&&&&&&&&&&&&,finch,2,0,VEGETABLE,BIRD
71,+,dove ,&&&&&&&&&&&&,underwear,2,0,VEGETABLE,CLOTHING
72,+,whale,&&&&&&&&&&&&,bayonet,2,0,VEGETABLE,WEAPON
73,+,vest,&&&&&&&&&&&&,jacket,1,1,CLOTHING,CLOTHING
74,+,sandals,&&&&&&&&&&&&,slippers,1,1,CLOTHING,CLOTHING
75,+,zebra,&&&&&&&&&&&&,scarf,1,0,CLOTHING,CLOTHING
76,+,canoe,&&&&&&&&&&&&,shoes,1,0,CLOTHING,CLOTHING
77,+,plum,&&&&&&&&&&&&,sweater,1,0,CLOTHING,CLOTHING
78,+,rake,&&&&&&&&&&&&,coat,1,0,CLOTHING,CLOTHING
79,+,stork,&&&&&&&&&&&&,pants,1,0,CLOTHING,CLOTHING
80,+,spinach,&&&&&&&&&&&&,socks,1,0,CLOTHING,CLOTHING
81,+,artichoke,&&&&&&&&&&&&,eggplant,2,1,CLOTHING,VEGETABLE
82,+,switchblade,&&&&&&&&&&&&,dagger,2,1,CLOTHING,WEAPON
83,+,compass,&&&&&&&&&&&&,beaver,2,0,CLOTHING,MAMMAL
84,+,nightgown,&&&&&&&&&&&&,rocket,2,0,CLOTHING,VEHICLE
85,+,taser,&&&&&&&&&&&&,raisin,2,0,CLOTHING,FRUIT
86,+,rollerblades,&&&&&&&&&&&&,saw,2,0,CLOTHING,TOOL
87,+,wheelbarrow,&&&&&&&&&&&&,pigeon,2,0,CLOTHING,BIRD
88,+,machete,&&&&&&&&&&&&,squash,2,0,CLOTHING,VEGETABLE
89,+,turkey,&&&&&&&&&&&&,chicken,1,1,BIRD,BIRD
90,+,canary,&&&&&&&&&&&&,parakeet,1,1,BIRD,BIRD
91,+,grenade,&&&&&&&&&&&&,hawk,1,0,BIRD,BIRD
92,+,camel,&&&&&&&&&&&&,peacock,1,0,BIRD,BIRD
93,+,scooter,&&&&&&&&&&&&,duck,1,0,BIRD,BIRD
94,+,orange,&&&&&&&&&&&&,ostrich,1,0,BIRD,BIRD
95,+,axe,&&&&&&&&&&&&,swan,1,0,BIRD,BIRD
96,+,belt,&&&&&&&&&&&&,crow,1,0,BIRD,BIRD
97,+,hat,&&&&&&&&&&&&,gloves,2,1,BIRD,CLOTHING
98,+,zucchini,&&&&&&&&&&&&,kale,2,1,BIRD,VEGETABLE
99,+,mango,&&&&&&&&&&&&,revolver,2,0,BIRD,WEAPON
100,+,goose,&&&&&&&&&&&&,moose,2,0,BIRD,MAMMAL
101,+,corn,&&&&&&&&&&&&,kayak,2,0,BIRD,VEHICLE
102,+,tiger,&&&&&&&&&&&&,pear,2,0,BIRD,FRUIT
103,+,blueberry,&&&&&&&&&&&&,ladder,2,0,BIRD,TOOL
104,+,pumpkin,&&&&&&&&&&&&,dress,2,0,BIRD,CLOTHING
105,+,shovel,&&&&&&&&&&&&,spade,1,1,TOOL,TOOL
106,+,pliers,&&&&&&&&&&&&,wrench,1,1,TOOL,TOOL
107,+,cucumber,&&&&&&&&&&&&,drill,1,0,TOOL,TOOL
108,+,bat,&&&&&&&&&&&&,scissors,1,0,TOOL,TOOL
109,+,cheetah,&&&&&&&&&&&&,hammer,1,0,TOOL,TOOL
110,+,tractor,&&&&&&&&&&&&,hoe,1,0,TOOL,TOOL
111,+,honeydew,&&&&&&&&&&&&,chisel,1,0,TOOL,TOOL
112,+,raven,&&&&&&&&&&&&,crowbar,1,0,TOOL,TOOL
113,+,falcon,&&&&&&&&&&&&,vulture,2,1,TOOL,BIRD
114,+,shirt,&&&&&&&&&&&&,blouse,2,1,TOOL,CLOTHING
115,+,hovercraft,&&&&&&&&&&&&,chives,2,0,TOOL,VEGETABLE
116,+,computer,&&&&&&&&&&&&,torpedo,2,0,TOOL,WEAPON
117,+,suit,&&&&&&&&&&&&,koala,2,0,TOOL,MAMMAL
118,+,artillery,&&&&&&&&&&&&,wheelchair,2,0,TOOL,VEHICLE
119,+,segway,&&&&&&&&&&&&,tomato,2,0,TOOL,FRUIT
120,+,robe,&&&&&&&&&&&&,flamingo,2,0,TOOL,BIRD
121,+,banana,&&&&&&&&&&&&,strawberry,1,1,FRUIT,FRUIT
122,+,lime,&&&&&&&&&&&&,lemon,1,1,FRUIT,FRUIT
123,+,mittens,&&&&&&&&&&&&,coconut,1,0,FRUIT,FRUIT
124,+,turnip,&&&&&&&&&&&&,cherry,1,0,FRUIT,FRUIT
125,+,shotgun,&&&&&&&&&&&&,prune,1,0,FRUIT,FRUIT
126,+,buffalo,&&&&&&&&&&&&,grapefruit,1,0,FRUIT,FRUIT
127,+,subway,&&&&&&&&&&&&,cantaloupe,1,0,FRUIT,FRUIT
128,+,sledgehammer,&&&&&&&&&&&&,apple,1,0,FRUIT,FRUIT
129,+,flashlight,&&&&&&&&&&&&,shears,2,1,FRUIT,TOOL
130,+,cockatoo,&&&&&&&&&&&&,parrot,2,1,FRUIT,BIRD
131,+,otter,&&&&&&&&&&&&,poncho,2,0,FRUIT,CLOTHING
132,+,pomegranate,&&&&&&&&&&&&,leeks,2,0,FRUIT,VEGETABLE
133,+,robin,&&&&&&&&&&&&,mace,2,0,FRUIT,WEAPON
134,+,ginger,&&&&&&&&&&&&,leopard,2,0,FRUIT,MAMMAL
135,+,rabbit,&&&&&&&&&&&&,jetski,2,0,FRUIT,VEHICLE
136,+,owl,&&&&&&&&&&&&,clamp,2,0,FRUIT,TOOL
