Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,leopard,&&&&&&&&&&&&,ginger,1,0,VEGETABLE,VEGETABLE
71,+,flamethrower,&&&&&&&&&&&&,catapult,2,1,VEGETABLE,WEAPON
72,+,dolphin,&&&&&&&&&&&&,whale,2,1,VEGETABLE,MAMMAL
73,+,celery,&&&&&&&&&&&&,sword,2,0,CLOTHING,WEAPON
74,+,broccoli,&&&&&&&&&&&&,cat,2,0,CLOTHING,MAMMAL
75,+,horse,&&&&&&&&&&&&,screws,2,0,CLOTHING,TOOL
76,+,potato,&&&&&&&&&&&&,raspberry,2,0,CLOTHING,FRUIT
77,+,peas,&&&&&&&&&&&&,screwdriver,2,0,CLOTHING,TOOL
78,+,coat,&&&&&&&&&&&&,rake,2,0,CLOTHING,TOOL
79,+,pants,&&&&&&&&&&&&,jeans,1,1,CLOTHING,CLOTHING
80,+,socks,&&&&&&&&&&&&,belt,1,1,CLOTHING,CLOTHING
81,+,vulture,&&&&&&&&&&&&,hat,1,0,CLOTHING,CLOTHING
82,+,chainsaw,&&&&&&&&&&&&,shirt,1,0,CLOTHING,CLOTHING
83,+,papaya,&&&&&&&&&&&&,cloak,1,0,CLOTHING,CLOTHING
84,+,rocket,&&&&&&&&&&&&,nightgown,1,0,CLOTHING,CLOTHING
85,+,koala,&&&&&&&&&&&&,suit,1,0,CLOTHING,CLOTHING
86,+,tank,&&&&&&&&&&&&,bandana,1,0,CLOTHING,CLOTHING
87,+,beets,&&&&&&&&&&&&,rhubarb,2,1,CLOTHING,VEGETABLE
88,+,bayonet,&&&&&&&&&&&&,machete,2,1,CLOTHING,WEAPON
89,+,jacket,&&&&&&&&&&&&,carrot,2,0,BIRD,VEGETABLE
90,+,slippers,&&&&&&&&&&&&,spear,2,0,BIRD,WEAPON
91,+,radish,&&&&&&&&&&&&,airplane,2,0,BIRD,VEHICLE
92,+,shoes,&&&&&&&&&&&&,canoe,2,0,BIRD,VEHICLE
93,+,sweater,&&&&&&&&&&&&,plum,2,0,BIRD,FRUIT
94,+,bow,&&&&&&&&&&&&,swimsuit,2,0,BIRD,CLOTHING
95,+,swan,&&&&&&&&&&&&,stork,1,1,BIRD,BIRD
96,+,crow,&&&&&&&&&&&&,raven,1,1,BIRD,BIRD
97,+,shears,&&&&&&&&&&&&,falcon,1,0,BIRD,BIRD
98,+,apricot,&&&&&&&&&&&&,cockatoo,1,0,BIRD,BIRD
99,+,barge,&&&&&&&&&&&&,cardinal,1,0,BIRD,BIRD
100,+,moose,&&&&&&&&&&&&,goose,1,0,BIRD,BIRD
101,+,mace,&&&&&&&&&&&&,robin,1,0,BIRD,BIRD
102,+,parsnip,&&&&&&&&&&&&,chickadee,1,0,BIRD,BIRD
103,+,underwear,&&&&&&&&&&&&,shorts,2,1,BIRD,CLOTHING
104,+,squash,&&&&&&&&&&&&,pumpkin,2,1,BIRD,VEGETABLE
105,+,chicken,&&&&&&&&&&&&,vest,2,0,TOOL,CLOTHING
106,+,parakeet,&&&&&&&&&&&&,cauliflower,2,0,TOOL,VEGETABLE
107,+,scarf,&&&&&&&&&&&&,zebra,2,0,TOOL,MAMMAL
108,+,peacock,&&&&&&&&&&&&,camel,2,0,TOOL,MAMMAL
109,+,duck,&&&&&&&&&&&&,scooter,2,0,TOOL,VEHICLE
110,+,ostrich,&&&&&&&&&&&&,orange,2,0,TOOL,FRUIT
111,+,chisel,&&&&&&&&&&&&,axe,1,1,TOOL,TOOL
112,+,crowbar,&&&&&&&&&&&&,sledgehammer,1,1,TOOL,TOOL
113,+,nectarine,&&&&&&&&&&&&,flashlight,1,0,TOOL,TOOL
114,+,limousine,&&&&&&&&&&&&,jackhammer,1,0,TOOL,TOOL
115,+,beaver,&&&&&&&&&&&&,compass,1,0,TOOL,TOOL
116,+,torpedo,&&&&&&&&&&&&,computer,1,0,TOOL,TOOL
117,+,beans,&&&&&&&&&&&&,nails,1,0,TOOL,TOOL
118,+,belt,&&&&&&&&&&&&,sandpaper,1,0,TOOL,TOOL
119,+,pigeon,&&&&&&&&&&&&,dove ,2,1,TOOL,BIRD
120,+,dress,&&&&&&&&&&&&,robe,2,1,TOOL,CLOTHING
121,+,spade,&&&&&&&&&&&&,turkey,2,0,FRUIT,BIRD
122,+,wrench,&&&&&&&&&&&&,sandals,2,0,FRUIT,CLOTHING
123,+,drill,&&&&&&&&&&&&,cucumber,2,0,FRUIT,VEGETABLE
124,+,scissors,&&&&&&&&&&&&,bat,2,0,FRUIT,WEAPON
125,+,hammer,&&&&&&&&&&&&,cheetah,2,0,FRUIT,MAMMAL
126,+,hoe,&&&&&&&&&&&&,tractor,2,0,FRUIT,VEHICLE
127,+,cantaloupe,&&&&&&&&&&&&,honeydew,1,1,FRUIT,FRUIT
128,+,cranberry,&&&&&&&&&&&&,apple,1,1,FRUIT,FRUIT
129,+,sleigh,&&&&&&&&&&&&,tangerine,1,0,FRUIT,FRUIT
130,+,rat,&&&&&&&&&&&&,fig,1,0,FRUIT,FRUIT
131,+,revolver,&&&&&&&&&&&&,mango,1,0,FRUIT,FRUIT
132,+,leeks,&&&&&&&&&&&&,pomegranate,1,0,FRUIT,FRUIT
133,+,tie,&&&&&&&&&&&&,grapes,1,0,FRUIT,FRUIT
134,+,finch,&&&&&&&&&&&&,peach,1,0,FRUIT,FRUIT
135,+,ladder,&&&&&&&&&&&&,wheelbarrow,2,1,FRUIT,TOOL
136,+,flamingo,&&&&&&&&&&&&,owl,2,1,FRUIT,BIRD
