Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
74,+,spear,&&&&&&&&&&&&,slippers,1,0,TEST,CLOTHING
75,+,zebra,&&&&&&&&&&&&,scarf,1,0,TEST,CLOTHING
76,+,canoe,&&&&&&&&&&&&,shoes,1,0,TEST,CLOTHING
77,+,skirt,&&&&&&&&&&&&,sweater,1,1,TEST,CLOTHING
78,+,swimsuit,&&&&&&&&&&&&,coat,1,1,TEST,CLOTHING
79,+,jeans,&&&&&&&&&&&&,pants,1,1,TEST,CLOTHING
80,+,belt,&&&&&&&&&&&&,socks,1,1,TEST,CLOTHING
81,+,hat,&&&&&&&&&&&&,eggplant,2,0,TEST,VEGETABLE
82,+,shirt,&&&&&&&&&&&&,dagger,2,0,TEST,WEAPON
83,+,cloak,&&&&&&&&&&&&,beaver,2,0,TEST,MAMMAL
84,+,nightgown,&&&&&&&&&&&&,rocket,2,0,TEST,VEHICLE
85,+,corn,&&&&&&&&&&&&,beans,2,1,TEST,VEGETABLE
86,+,artillery,&&&&&&&&&&&&,tank,2,1,TEST,WEAPON
87,+,rabbit,&&&&&&&&&&&&,squirrel,2,1,TEST,MAMMAL
88,+,jeep,&&&&&&&&&&&&,train,2,1,TEST,VEHICLE
89,+,vest,&&&&&&&&&&&&,chicken,1,0,TEST,BIRD
90,+,cauliflower,&&&&&&&&&&&&,parakeet,1,0,TEST,BIRD
91,+,grenade,&&&&&&&&&&&&,hawk,1,0,TEST,BIRD
92,+,camel,&&&&&&&&&&&&,peacock,1,0,TEST,BIRD
93,+,seagull,&&&&&&&&&&&&,duck,1,1,TEST,BIRD
94,+,penguin,&&&&&&&&&&&&,ostrich,1,1,TEST,BIRD
95,+,stork,&&&&&&&&&&&&,swan,1,1,TEST,BIRD
96,+,raven,&&&&&&&&&&&&,crow,1,1,TEST,BIRD
97,+,falcon,&&&&&&&&&&&&,gloves,2,0,TEST,CLOTHING
98,+,cockatoo,&&&&&&&&&&&&,kale,2,0,TEST,VEGETABLE
99,+,cardinal,&&&&&&&&&&&&,revolver,2,0,TEST,WEAPON
100,+,goose,&&&&&&&&&&&&,moose,2,0,TEST,MAMMAL
101,+,suit,&&&&&&&&&&&&,tie,2,1,TEST,CLOTHING
102,+,ginger,&&&&&&&&&&&&,parsnip,2,1,TEST,VEGETABLE
103,+,catapult,&&&&&&&&&&&&,flamethrower,2,1,TEST,WEAPON
104,+,whale,&&&&&&&&&&&&,dolphin,2,1,TEST,MAMMAL
105,+,turkey,&&&&&&&&&&&&,spade,1,0,TEST,TOOL
106,+,sandals,&&&&&&&&&&&&,wrench,1,0,TEST,TOOL
107,+,cucumber,&&&&&&&&&&&&,drill,1,0,TEST,TOOL
108,+,bat,&&&&&&&&&&&&,scissors,1,0,TEST,TOOL
109,+,screwdriver,&&&&&&&&&&&&,hammer,1,1,TEST,TOOL
110,+,rake,&&&&&&&&&&&&,hoe,1,1,TEST,TOOL
111,+,axe,&&&&&&&&&&&&,chisel,1,1,TEST,TOOL
112,+,sledgehammer,&&&&&&&&&&&&,crowbar,1,1,TEST,TOOL
113,+,pitchfork,&&&&&&&&&&&&,vulture,2,0,TEST,BIRD
114,+,jackhammer,&&&&&&&&&&&&,blouse,2,0,TEST,CLOTHING
115,+,compass,&&&&&&&&&&&&,chives,2,0,TEST,VEGETABLE
116,+,computer,&&&&&&&&&&&&,torpedo,2,0,TEST,WEAPON
117,+,robin,&&&&&&&&&&&&,sparrow,2,1,TEST,BIRD
118,+,bandana,&&&&&&&&&&&&,belt,2,1,TEST,CLOTHING
119,+,rhubarb,&&&&&&&&&&&&,beets,2,1,TEST,VEGETABLE
120,+,machete,&&&&&&&&&&&&,bayonet,2,1,TEST,WEAPON
121,+,shovel,&&&&&&&&&&&&,strawberry,1,0,TEST,FRUIT
122,+,canary,&&&&&&&&&&&&,lemon,1,0,TEST,FRUIT
123,+,mittens,&&&&&&&&&&&&,coconut,1,0,TEST,FRUIT
124,+,turnip,&&&&&&&&&&&&,cherry,1,0,TEST,FRUIT
125,+,plum,&&&&&&&&&&&&,prune,1,1,TEST,FRUIT
126,+,orange,&&&&&&&&&&&&,grapefruit,1,1,TEST,FRUIT
127,+,honeydew,&&&&&&&&&&&&,cantaloupe,1,1,TEST,FRUIT
128,+,cranberry,&&&&&&&&&&&&,apple,1,1,TEST,FRUIT
129,+,tangerine,&&&&&&&&&&&&,shears,2,0,TEST,TOOL
130,+,fig,&&&&&&&&&&&&,parrot,2,0,TEST,BIRD
131,+,mango,&&&&&&&&&&&&,poncho,2,0,TEST,CLOTHING
132,+,pomegranate,&&&&&&&&&&&&,leeks,2,0,TEST,VEGETABLE
133,+,nails,&&&&&&&&&&&&,bolt,2,1,TEST,TOOL
134,+,chickadee,&&&&&&&&&&&&,finch,2,1,TEST,BIRD
135,+,shorts,&&&&&&&&&&&&,underwear,2,1,TEST,CLOTHING
136,+,pumpkin,&&&&&&&&&&&&,squash,2,1,TEST,VEGETABLE
