Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,leopard,&&&&&&&&&&&&,ginger,1,0,VEGETABLE,VEGETABLE
71,+,flamethrower,&&&&&&&&&&&&,rhubarb,1,0,VEGETABLE,VEGETABLE
72,+,dress,&&&&&&&&&&&&,pumpkin,1,0,VEGETABLE,VEGETABLE
73,+,jacket,&&&&&&&&&&&&,vest,1,1,CLOTHING,CLOTHING
74,+,slippers,&&&&&&&&&&&&,sandals,1,1,CLOTHING,CLOTHING
75,+,horse,&&&&&&&&&&&&,screws,2,0,CLOTHING,TOOL
76,+,potato,&&&&&&&&&&&&,raspberry,2,0,CLOTHING,FRUIT
77,+,peas,&&&&&&&&&&&&,screwdriver,2,0,CLOTHING,TOOL
78,+,coat,&&&&&&&&&&&&,rake,2,0,CLOTHING,TOOL
79,+,pants,&&&&&&&&&&&&,stork,2,0,CLOTHING,BIRD
80,+,socks,&&&&&&&&&&&&,spinach,2,0,CLOTHING,VEGETABLE
81,+,eggplant,&&&&&&&&&&&&,artichoke,2,1,CLOTHING,VEGETABLE
82,+,dagger,&&&&&&&&&&&&,switchblade,2,1,CLOTHING,WEAPON
83,+,papaya,&&&&&&&&&&&&,cloak,1,0,CLOTHING,CLOTHING
84,+,rocket,&&&&&&&&&&&&,nightgown,1,0,CLOTHING,CLOTHING
85,+,koala,&&&&&&&&&&&&,suit,1,0,CLOTHING,CLOTHING
86,+,tank,&&&&&&&&&&&&,bandana,1,0,CLOTHING,CLOTHING
87,+,beets,&&&&&&&&&&&&,shorts,1,0,CLOTHING,CLOTHING
88,+,flamingo,&&&&&&&&&&&&,robe,1,0,CLOTHING,CLOTHING
89,+,chicken,&&&&&&&&&&&&,turkey,1,1,BIRD,BIRD
90,+,parakeet,&&&&&&&&&&&&,canary,1,1,BIRD,BIRD
91,+,radish,&&&&&&&&&&&&,airplane,2,0,BIRD,VEHICLE
92,+,shoes,&&&&&&&&&&&&,canoe,2,0,BIRD,VEHICLE
93,+,sweater,&&&&&&&&&&&&,plum,2,0,BIRD,FRUIT
94,+,bow,&&&&&&&&&&&&,swimsuit,2,0,BIRD,CLOTHING
95,+,swan,&&&&&&&&&&&&,axe,2,0,BIRD,TOOL
96,+,crow,&&&&&&&&&&&&,belt,2,0,BIRD,CLOTHING
97,+,gloves,&&&&&&&&&&&&,hat,2,1,BIRD,CLOTHING
98,+,kale,&&&&&&&&&&&&,zucchini,2,1,BIRD,VEGETABLE
99,+,barge,&&&&&&&&&&&&,cardinal,1,0,BIRD,BIRD
100,+,moose,&&&&&&&&&&&&,goose,1,0,BIRD,BIRD
101,+,mace,&&&&&&&&&&&&,robin,1,0,BIRD,BIRD
102,+,parsnip,&&&&&&&&&&&&,chickadee,1,0,BIRD,BIRD
103,+,underwear,&&&&&&&&&&&&,dove ,1,0,BIRD,BIRD
104,+,clamp,&&&&&&&&&&&&,owl,1,0,BIRD,BIRD
105,+,spade,&&&&&&&&&&&&,shovel,1,1,TOOL,TOOL
106,+,wrench,&&&&&&&&&&&&,pliers,1,1,TOOL,TOOL
107,+,scarf,&&&&&&&&&&&&,zebra,2,0,TOOL,MAMMAL
108,+,peacock,&&&&&&&&&&&&,camel,2,0,TOOL,MAMMAL
109,+,duck,&&&&&&&&&&&&,scooter,2,0,TOOL,VEHICLE
110,+,ostrich,&&&&&&&&&&&&,orange,2,0,TOOL,FRUIT
111,+,chisel,&&&&&&&&&&&&,honeydew,2,0,TOOL,FRUIT
112,+,crowbar,&&&&&&&&&&&&,raven,2,0,TOOL,BIRD
113,+,vulture,&&&&&&&&&&&&,falcon,2,1,TOOL,BIRD
114,+,blouse,&&&&&&&&&&&&,shirt,2,1,TOOL,CLOTHING
115,+,beaver,&&&&&&&&&&&&,compass,1,0,TOOL,TOOL
116,+,torpedo,&&&&&&&&&&&&,computer,1,0,TOOL,TOOL
117,+,beans,&&&&&&&&&&&&,nails,1,0,TOOL,TOOL
118,+,belt,&&&&&&&&&&&&,sandpaper,1,0,TOOL,TOOL
119,+,pigeon,&&&&&&&&&&&&,wheelbarrow,1,0,TOOL,TOOL
120,+,watermelon,&&&&&&&&&&&&,jack,1,0,TOOL,TOOL
121,+,strawberry,&&&&&&&&&&&&,banana,1,1,FRUIT,FRUIT
122,+,lemon,&&&&&&&&&&&&,lime,1,1,FRUIT,FRUIT
123,+,drill,&&&&&&&&&&&&,cucumber,2,0,FRUIT,VEGETABLE
124,+,scissors,&&&&&&&&&&&&,bat,2,0,FRUIT,WEAPON
125,+,hammer,&&&&&&&&&&&&,cheetah,2,0,FRUIT,MAMMAL
126,+,hoe,&&&&&&&&&&&&,tractor,2,0,FRUIT,VEHICLE
127,+,cantaloupe,&&&&&&&&&&&&,subway,2,0,FRUIT,VEHICLE
128,+,apple,&&&&&&&&&&&&,sledgehammer,2,0,FRUIT,TOOL
129,+,shears,&&&&&&&&&&&&,flashlight,2,1,FRUIT,TOOL
130,+,parrot,&&&&&&&&&&&&,cockatoo,2,1,FRUIT,BIRD
131,+,revolver,&&&&&&&&&&&&,mango,1,0,FRUIT,FRUIT
132,+,leeks,&&&&&&&&&&&&,pomegranate,1,0,FRUIT,FRUIT
133,+,tie,&&&&&&&&&&&&,grapes,1,0,FRUIT,FRUIT
134,+,finch,&&&&&&&&&&&&,peach,1,0,FRUIT,FRUIT
135,+,ladder,&&&&&&&&&&&&,blueberry,1,0,FRUIT,FRUIT
136,+,train,&&&&&&&&&&&&,kiwi,1,0,FRUIT,FRUIT
