Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
75,+,mittens,&&&&&&&&&&&&,scarf,1,1,TEST,CLOTHING
76,+,boots,&&&&&&&&&&&&,shoes,1,1,TEST,CLOTHING
77,+,asparagus,&&&&&&&&&&&&,sweater,1,0,TEST,CLOTHING
78,+,arrow,&&&&&&&&&&&&,coat,1,0,TEST,CLOTHING
79,+,lamb,&&&&&&&&&&&&,pants,1,0,TEST,CLOTHING
80,+,bus,&&&&&&&&&&&&,socks,1,0,TEST,CLOTHING
81,+,artichoke,&&&&&&&&&&&&,eggplant,2,1,TEST,VEGETABLE
82,+,switchblade,&&&&&&&&&&&&,dagger,2,1,TEST,WEAPON
83,+,otter,&&&&&&&&&&&&,beaver,2,1,TEST,MAMMAL
84,+,jet,&&&&&&&&&&&&,rocket,2,1,TEST,VEHICLE
85,+,suit,&&&&&&&&&&&&,beans,2,0,TEST,VEGETABLE
86,+,bandana,&&&&&&&&&&&&,tank,2,0,TEST,WEAPON
87,+,shorts,&&&&&&&&&&&&,squirrel,2,0,TEST,MAMMAL
88,+,robe,&&&&&&&&&&&&,train,2,0,TEST,VEHICLE
89,+,turkey,&&&&&&&&&&&&,chicken,1,1,TEST,BIRD
90,+,canary,&&&&&&&&&&&&,parakeet,1,1,TEST,BIRD
91,+,eagle,&&&&&&&&&&&&,hawk,1,1,TEST,BIRD
92,+,woodpecker,&&&&&&&&&&&&,peacock,1,1,TEST,BIRD
93,+,skirt,&&&&&&&&&&&&,duck,1,0,TEST,BIRD
94,+,garlic,&&&&&&&&&&&&,ostrich,1,0,TEST,BIRD
95,+,missile,&&&&&&&&&&&&,swan,1,0,TEST,BIRD
96,+,skunk,&&&&&&&&&&&&,crow,1,0,TEST,BIRD
97,+,hat,&&&&&&&&&&&&,gloves,2,1,TEST,CLOTHING
98,+,zucchini,&&&&&&&&&&&&,kale,2,1,TEST,VEGETABLE
99,+,pistol,&&&&&&&&&&&&,revolver,2,1,TEST,WEAPON
100,+,deer,&&&&&&&&&&&&,moose,2,1,TEST,MAMMAL
101,+,robin,&&&&&&&&&&&&,tie,2,0,TEST,CLOTHING
102,+,chickadee,&&&&&&&&&&&&,parsnip,2,0,TEST,VEGETABLE
103,+,dove ,&&&&&&&&&&&&,flamethrower,2,0,TEST,WEAPON
104,+,owl,&&&&&&&&&&&&,dolphin,2,0,TEST,MAMMAL
105,+,shovel,&&&&&&&&&&&&,spade,1,1,TEST,TOOL
106,+,pliers,&&&&&&&&&&&&,wrench,1,1,TEST,TOOL
107,+,screws,&&&&&&&&&&&&,drill,1,1,TEST,TOOL
108,+,pencil,&&&&&&&&&&&&,scissors,1,1,TEST,TOOL
109,+,seagull,&&&&&&&&&&&&,hammer,1,0,TEST,TOOL
110,+,swimsuit,&&&&&&&&&&&&,hoe,1,0,TEST,TOOL
111,+,cabbage,&&&&&&&&&&&&,chisel,1,0,TEST,TOOL
112,+,hatchet,&&&&&&&&&&&&,crowbar,1,0,TEST,TOOL
113,+,falcon,&&&&&&&&&&&&,vulture,2,1,TEST,BIRD
114,+,shirt,&&&&&&&&&&&&,blouse,2,1,TEST,CLOTHING
115,+,parsley,&&&&&&&&&&&&,chives,2,1,TEST,VEGETABLE
116,+,harpoon,&&&&&&&&&&&&,torpedo,2,1,TEST,WEAPON
117,+,nails,&&&&&&&&&&&&,sparrow,2,0,TEST,BIRD
118,+,sandpaper,&&&&&&&&&&&&,belt,2,0,TEST,CLOTHING
119,+,wheelbarrow,&&&&&&&&&&&&,beets,2,0,TEST,VEGETABLE
120,+,jack,&&&&&&&&&&&&,bayonet,2,0,TEST,WEAPON
121,+,banana,&&&&&&&&&&&&,strawberry,1,1,TEST,FRUIT
122,+,lime,&&&&&&&&&&&&,lemon,1,1,TEST,FRUIT
123,+,pineapple,&&&&&&&&&&&&,coconut,1,1,TEST,FRUIT
124,+,raspberry,&&&&&&&&&&&&,cherry,1,1,TEST,FRUIT
125,+,screwdriver,&&&&&&&&&&&&,prune,1,0,TEST,FRUIT
126,+,penguin,&&&&&&&&&&&&,grapefruit,1,0,TEST,FRUIT
127,+,jeans,&&&&&&&&&&&&,cantaloupe,1,0,TEST,FRUIT
128,+,spinach,&&&&&&&&&&&&,apple,1,0,TEST,FRUIT
129,+,flashlight,&&&&&&&&&&&&,shears,2,1,TEST,TOOL
130,+,cockatoo,&&&&&&&&&&&&,parrot,2,1,TEST,BIRD
131,+,cloak,&&&&&&&&&&&&,poncho,2,1,TEST,CLOTHING
132,+,shallots,&&&&&&&&&&&&,leeks,2,1,TEST,VEGETABLE
133,+,grapes,&&&&&&&&&&&&,bolt,2,0,TEST,TOOL
134,+,peach,&&&&&&&&&&&&,finch,2,0,TEST,BIRD
135,+,blueberry,&&&&&&&&&&&&,underwear,2,0,TEST,CLOTHING
136,+,kiwi,&&&&&&&&&&&&,squash,2,0,TEST,VEGETABLE
