Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,peach,&&&&&&&&&&&&,finch,2,0,VEGETABLE,BIRD
71,+,dove ,&&&&&&&&&&&&,underwear,2,0,VEGETABLE,CLOTHING
72,+,whale,&&&&&&&&&&&&,bayonet,2,0,VEGETABLE,WEAPON
73,+,carrot,&&&&&&&&&&&&,jacket,1,0,CLOTHING,CLOTHING
74,+,spear,&&&&&&&&&&&&,slippers,1,0,CLOTHING,CLOTHING
75,+,mittens,&&&&&&&&&&&&,scarf,1,1,CLOTHING,CLOTHING
76,+,boots,&&&&&&&&&&&&,shoes,1,1,CLOTHING,CLOTHING
77,+,plum,&&&&&&&&&&&&,sweater,1,0,CLOTHING,CLOTHING
78,+,rake,&&&&&&&&&&&&,coat,1,0,CLOTHING,CLOTHING
79,+,stork,&&&&&&&&&&&&,pants,1,0,CLOTHING,CLOTHING
80,+,spinach,&&&&&&&&&&&&,socks,1,0,CLOTHING,CLOTHING
81,+,shield,&&&&&&&&&&&&,eggplant,2,0,CLOTHING,VEGETABLE
82,+,yacht,&&&&&&&&&&&&,dagger,2,0,CLOTHING,WEAPON
83,+,otter,&&&&&&&&&&&&,beaver,2,1,CLOTHING,MAMMAL
84,+,jet,&&&&&&&&&&&&,rocket,2,1,CLOTHING,VEHICLE
85,+,taser,&&&&&&&&&&&&,raisin,2,0,CLOTHING,FRUIT
86,+,rollerblades,&&&&&&&&&&&&,saw,2,0,CLOTHING,TOOL
87,+,wheelbarrow,&&&&&&&&&&&&,pigeon,2,0,CLOTHING,BIRD
88,+,machete,&&&&&&&&&&&&,squash,2,0,CLOTHING,VEGETABLE
89,+,vest,&&&&&&&&&&&&,chicken,1,0,BIRD,BIRD
90,+,cauliflower,&&&&&&&&&&&&,parakeet,1,0,BIRD,BIRD
91,+,eagle,&&&&&&&&&&&&,hawk,1,1,BIRD,BIRD
92,+,woodpecker,&&&&&&&&&&&&,peacock,1,1,BIRD,BIRD
93,+,scooter,&&&&&&&&&&&&,duck,1,0,BIRD,BIRD
94,+,orange,&&&&&&&&&&&&,ostrich,1,0,BIRD,BIRD
95,+,axe,&&&&&&&&&&&&,swan,1,0,BIRD,BIRD
96,+,belt,&&&&&&&&&&&&,crow,1,0,BIRD,BIRD
97,+,artichoke,&&&&&&&&&&&&,gloves,2,0,BIRD,CLOTHING
98,+,hamster,&&&&&&&&&&&&,kale,2,0,BIRD,VEGETABLE
99,+,pistol,&&&&&&&&&&&&,revolver,2,1,BIRD,WEAPON
100,+,deer,&&&&&&&&&&&&,moose,2,1,BIRD,MAMMAL
101,+,corn,&&&&&&&&&&&&,kayak,2,0,BIRD,VEHICLE
102,+,tiger,&&&&&&&&&&&&,pear,2,0,BIRD,FRUIT
103,+,blueberry,&&&&&&&&&&&&,ladder,2,0,BIRD,TOOL
104,+,pumpkin,&&&&&&&&&&&&,dress,2,0,BIRD,CLOTHING
105,+,turkey,&&&&&&&&&&&&,spade,1,0,TOOL,TOOL
106,+,sandals,&&&&&&&&&&&&,wrench,1,0,TOOL,TOOL
107,+,screws,&&&&&&&&&&&&,drill,1,1,TOOL,TOOL
108,+,pencil,&&&&&&&&&&&&,scissors,1,1,TOOL,TOOL
109,+,cheetah,&&&&&&&&&&&&,hammer,1,0,TOOL,TOOL
110,+,tractor,&&&&&&&&&&&&,hoe,1,0,TOOL,TOOL
111,+,honeydew,&&&&&&&&&&&&,chisel,1,0,TOOL,TOOL
112,+,raven,&&&&&&&&&&&&,crowbar,1,0,TOOL,TOOL
113,+,hat,&&&&&&&&&&&&,vulture,2,0,TOOL,BIRD
114,+,switchblade,&&&&&&&&&&&&,blouse,2,0,TOOL,CLOTHING
115,+,parsley,&&&&&&&&&&&&,chives,2,1,TOOL,VEGETABLE
116,+,harpoon,&&&&&&&&&&&&,torpedo,2,1,TOOL,WEAPON
117,+,suit,&&&&&&&&&&&&,koala,2,0,TOOL,MAMMAL
118,+,artillery,&&&&&&&&&&&&,wheelchair,2,0,TOOL,VEHICLE
119,+,segway,&&&&&&&&&&&&,tomato,2,0,TOOL,FRUIT
120,+,robe,&&&&&&&&&&&&,flamingo,2,0,TOOL,BIRD
121,+,shovel,&&&&&&&&&&&&,strawberry,1,0,FRUIT,FRUIT
122,+,canary,&&&&&&&&&&&&,lemon,1,0,FRUIT,FRUIT
123,+,pineapple,&&&&&&&&&&&&,coconut,1,1,FRUIT,FRUIT
124,+,raspberry,&&&&&&&&&&&&,cherry,1,1,FRUIT,FRUIT
125,+,shotgun,&&&&&&&&&&&&,prune,1,0,FRUIT,FRUIT
126,+,buffalo,&&&&&&&&&&&&,grapefruit,1,0,FRUIT,FRUIT
127,+,subway,&&&&&&&&&&&&,cantaloupe,1,0,FRUIT,FRUIT
128,+,sledgehammer,&&&&&&&&&&&&,apple,1,0,FRUIT,FRUIT
129,+,falcon,&&&&&&&&&&&&,shears,2,0,FRUIT,TOOL
130,+,zucchini,&&&&&&&&&&&&,parrot,2,0,FRUIT,BIRD
131,+,cloak,&&&&&&&&&&&&,poncho,2,1,FRUIT,CLOTHING
132,+,shallots,&&&&&&&&&&&&,leeks,2,1,FRUIT,VEGETABLE
133,+,robin,&&&&&&&&&&&&,mace,2,0,FRUIT,WEAPON
134,+,ginger,&&&&&&&&&&&&,leopard,2,0,FRUIT,MAMMAL
135,+,rabbit,&&&&&&&&&&&&,jetski,2,0,FRUIT,VEHICLE
136,+,owl,&&&&&&&&&&&&,clamp,2,0,FRUIT,TOOL
