Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,leopard,&&&&&&&&&&&&,tiger,2,1,VEGETABLE,MAMMAL
71,+,flamethrower,&&&&&&&&&&&&,rhubarb,1,0,VEGETABLE,VEGETABLE
72,+,dress,&&&&&&&&&&&&,pumpkin,1,0,VEGETABLE,VEGETABLE
73,+,celery,&&&&&&&&&&&&,sword,2,0,CLOTHING,WEAPON
74,+,broccoli,&&&&&&&&&&&&,cat,2,0,CLOTHING,MAMMAL
75,+,horse,&&&&&&&&&&&&,screws,2,0,CLOTHING,TOOL
76,+,potato,&&&&&&&&&&&&,raspberry,2,0,CLOTHING,FRUIT
77,+,sweater,&&&&&&&&&&&&,skirt,1,1,CLOTHING,CLOTHING
78,+,coat,&&&&&&&&&&&&,swimsuit,1,1,CLOTHING,CLOTHING
79,+,pants,&&&&&&&&&&&&,stork,2,0,CLOTHING,BIRD
80,+,socks,&&&&&&&&&&&&,spinach,2,0,CLOTHING,VEGETABLE
81,+,vulture,&&&&&&&&&&&&,hat,1,0,CLOTHING,CLOTHING
82,+,chainsaw,&&&&&&&&&&&&,shirt,1,0,CLOTHING,CLOTHING
83,+,papaya,&&&&&&&&&&&&,cloak,1,0,CLOTHING,CLOTHING
84,+,rocket,&&&&&&&&&&&&,nightgown,1,0,CLOTHING,CLOTHING
85,+,beans,&&&&&&&&&&&&,corn,2,1,CLOTHING,VEGETABLE
86,+,tank,&&&&&&&&&&&&,artillery,2,1,CLOTHING,WEAPON
87,+,beets,&&&&&&&&&&&&,shorts,1,0,CLOTHING,CLOTHING
88,+,flamingo,&&&&&&&&&&&&,robe,1,0,CLOTHING,CLOTHING
89,+,jacket,&&&&&&&&&&&&,carrot,2,0,BIRD,VEGETABLE
90,+,slippers,&&&&&&&&&&&&,spear,2,0,BIRD,WEAPON
91,+,radish,&&&&&&&&&&&&,airplane,2,0,BIRD,VEHICLE
92,+,shoes,&&&&&&&&&&&&,canoe,2,0,BIRD,VEHICLE
93,+,duck,&&&&&&&&&&&&,seagull,1,1,BIRD,BIRD
94,+,ostrich,&&&&&&&&&&&&,penguin,1,1,BIRD,BIRD
95,+,swan,&&&&&&&&&&&&,axe,2,0,BIRD,TOOL
96,+,crow,&&&&&&&&&&&&,belt,2,0,BIRD,CLOTHING
97,+,shears,&&&&&&&&&&&&,falcon,1,0,BIRD,BIRD
98,+,apricot,&&&&&&&&&&&&,cockatoo,1,0,BIRD,BIRD
99,+,barge,&&&&&&&&&&&&,cardinal,1,0,BIRD,BIRD
100,+,moose,&&&&&&&&&&&&,goose,1,0,BIRD,BIRD
101,+,tie,&&&&&&&&&&&&,suit,2,1,BIRD,CLOTHING
102,+,parsnip,&&&&&&&&&&&&,ginger,2,1,BIRD,VEGETABLE
103,+,underwear,&&&&&&&&&&&&,dove ,1,0,BIRD,BIRD
104,+,clamp,&&&&&&&&&&&&,owl,1,0,BIRD,BIRD
105,+,chicken,&&&&&&&&&&&&,vest,2,0,TOOL,CLOTHING
106,+,parakeet,&&&&&&&&&&&&,cauliflower,2,0,TOOL,VEGETABLE
107,+,scarf,&&&&&&&&&&&&,zebra,2,0,TOOL,MAMMAL
108,+,peacock,&&&&&&&&&&&&,camel,2,0,TOOL,MAMMAL
109,+,hammer,&&&&&&&&&&&&,screwdriver,1,1,TOOL,TOOL
110,+,hoe,&&&&&&&&&&&&,rake,1,1,TOOL,TOOL
111,+,chisel,&&&&&&&&&&&&,honeydew,2,0,TOOL,FRUIT
112,+,crowbar,&&&&&&&&&&&&,raven,2,0,TOOL,BIRD
113,+,nectarine,&&&&&&&&&&&&,flashlight,1,0,TOOL,TOOL
114,+,limousine,&&&&&&&&&&&&,jackhammer,1,0,TOOL,TOOL
115,+,beaver,&&&&&&&&&&&&,compass,1,0,TOOL,TOOL
116,+,torpedo,&&&&&&&&&&&&,computer,1,0,TOOL,TOOL
117,+,sparrow,&&&&&&&&&&&&,robin,2,1,TOOL,BIRD
118,+,belt,&&&&&&&&&&&&,bandana,2,1,TOOL,CLOTHING
119,+,pigeon,&&&&&&&&&&&&,wheelbarrow,1,0,TOOL,TOOL
120,+,watermelon,&&&&&&&&&&&&,jack,1,0,TOOL,TOOL
121,+,spade,&&&&&&&&&&&&,turkey,2,0,FRUIT,BIRD
122,+,wrench,&&&&&&&&&&&&,sandals,2,0,FRUIT,CLOTHING
123,+,drill,&&&&&&&&&&&&,cucumber,2,0,FRUIT,VEGETABLE
124,+,scissors,&&&&&&&&&&&&,bat,2,0,FRUIT,WEAPON
125,+,prune,&&&&&&&&&&&&,plum,1,1,FRUIT,FRUIT
126,+,grapefruit,&&&&&&&&&&&&,orange,1,1,FRUIT,FRUIT
127,+,cantaloupe,&&&&&&&&&&&&,subway,2,0,FRUIT,VEHICLE
128,+,apple,&&&&&&&&&&&&,sledgehammer,2,0,FRUIT,TOOL
129,+,sleigh,&&&&&&&&&&&&,tangerine,1,0,FRUIT,FRUIT
130,+,rat,&&&&&&&&&&&&,fig,1,0,FRUIT,FRUIT
131,+,revolver,&&&&&&&&&&&&,mango,1,0,FRUIT,FRUIT
132,+,leeks,&&&&&&&&&&&&,pomegranate,1,0,FRUIT,FRUIT
133,+,bolt,&&&&&&&&&&&&,nails,2,1,FRUIT,TOOL
134,+,finch,&&&&&&&&&&&&,chickadee,2,1,FRUIT,BIRD
135,+,ladder,&&&&&&&&&&&&,blueberry,1,0,FRUIT,FRUIT
136,+,train,&&&&&&&&&&&&,kiwi,1,0,FRUIT,FRUIT
